40601152;DS300003
41000922;94700812
41000946;52098741
41000993;94701921
41403845;11570637
41404900;44V12944
41404976;11516077
41404977;11516327
41405190;24587738
41405191;9589708
41405192;11611063
41405219;018838
41405392;90413589
41405601;93373723
41405663;95469787
41405664;95469791
41405665;95493769
41501151;24578654
41703064;24579972
41703066;90528145
41703067;93346293
41703068;90410741
41703375;93221445
41703376;94258962
41703391;24578614
41703443;24379932
41703448;24581894
41703449;93381891
41703512;82300
41703562;VED117
41703567;11023589
41703613;90345457
41704008;44D08015
41704764;95017034
41705030;82330
41800200;93321112
41800535;93156310
41800536;93316245
41800538;01985
41800550;
41800668;94632619
41800714;94757663
41800717;44O03402
41800753;24588463
41800754;52102242
41800958;90411732
51000008;94649371
51000011;
51000018;
51000026;52084512
51000067;
51000076;24582356
51000078;52103878
51000079;52096886
51000080;52118185
51000081;52038200
51000082;52061943
51000087;
51000094;
51000098;
51000102;52107458
51000104;
51000110;
51000124;15865791
51000125;93353848
51000126;24578508
51000127;24579938
51000128;93397790
51000130;98500220
51000132;44D01429
51000133;90180529
51000142;
51000150;52057535
51000153;52108011
51000154;95286873
51000173;94706866
51000188;
51000193;
51000214;88905677
51000216;
51000218;
51000222;90087290
51000223;44O07840
51000224;44O07831
51000225;44O07831
51000227;44D00174
51000229;39O07831
51000230;44O02725
51000234;44O09170
51000235;44D06170
51000236;44M06170
51000237;44O06168
51000239;44M07243
51000240;44O07345
51000241;44O06055
51000242;44O00027
51000244;44D01429
51000246;39O00027
51000257;44D05858
51000263;94731378
51000264;24580290
51000265;93325571
51000266;94769015
51000269;52085423
51000270;52085424
51000271;52052307
51000272;95227628
51000277;95493722
51000278;95940540
51000279;95943130
51000280;52041047
51000284;11589293
51000285;52136853
51000289;95463563
51000298;24585476
51000310;94703889
51000311;52073610
51000312;52073611
51000313;52112624
51000314;52112625
51000315;52071129
51000316;52038984
51000317;13510794
51000318;94752892
51000319;52083762
51000323;52033637
51000325;94765376
51000326;94765377
51000327;94762688
51000328;94742640
51000329;52118735
51000330;93394072
51000331;94736156
51000332;94733314
51000333;93388776
51000334;94767387
51000336;
51000337;52142776
51000338;04854
51000340;00883
51000343;
51000345;93345371
51000346;94709121
51000347;42342547
51000348;12643708
51000349;13121138
51000350;93275736
51000351;52056625
51000352;25584731
51000353;94717122
51000354;24581521
51000355;94771036
51000356;BR8ESD
51000357;95405221
51000358;76351
51000359;52132459
51000361;95492916
51000362;KPA00246
51000368;5219528
51000369;52086595
51000370;52032950
51000371;VE42X
51000372;24587020
51000373;52089950
51000374;52142323
51000375;52140500
51000376;52092363
51000378;94706854
51000380;52093920
51000381;52140295
51000382;52120096
51000383;52142480
51000384;52134090
51000385;KPA00774
51000386;52136372
51000388;13023
51000389;52137544
51000390;25185211
51000391;TKC04113
51000392;SK364D
51000393;52075418
51000394;30354
51000395;24582336
51000396;93284576
51000397;52109612
51000398;62032363300
51000399;VKM15402L
51000400;93361391
51000401;F44614304
51000402;2141
51000403;MQ0791
51000404;VKM4794
51000406;24585422
51000407;201532
51000408;BD1552
51000409;S15625
51000410;93361392
51000411;52052316
51000412;95940539
51000413;24584392
51000414;90502545
51000419;94724267
51000420;MQ0256
51000421;24583178
51000423;90501719
51000424;52127845
51000425;52105005
51000426;25187855
51000427;95920465
51000428;52149016
51000429;401680
51000430;94703818
51000431;SBB271
51000432;SBC452
51000433;40212
51000434;PVI1051
51000435;0442588
51000437;93394207
51000438;24581409
51000439;24579729
51000441;52104997
51000442;06207
51000443;52119069
51000444;24581519
51000445;93350071
51000446;93383153
51000447;94734426
51000448;94735650
51000449;93353619
51000450;93271724
51000451;52023642
51000452;94737498
51000453;94775120
51000454;93298610
51000455;52064584
51000456;90410981
51000457;52104972
51000458;52144204
51000459;52113673
51000460;94703155
51000461;52104015
51000462;52090293
51000463;93396319
51000464;52113087
51000465;94757247
51000466;52057650
51000467;94766477
51000468;94756072
51000469;94756073
51000470;52045551
51000471;09226853
51000472;1585X
51000473;94725715
51000477;94706675
51000478;52141449
51000479;52048900
51000480;78732
51000481;MB1226
51000482;NKF8043
51000483;2114
51000484;95476895
51000485;93346287
51000486;94702523
51000487;3126
51000488;3143
51000489;08060151
51000490;N3052
51000492;93399245
51000493;24585423
51000494;93326521
51000495;5DC452
51000496;G1253
51000497;IKS4913
51000498;52083761
51000499;93372178
51000501;ZM261
51000503;S2181
51000504;3353
51000508;94748567
51000509;13581564
51000510;94724800
51000511;94748253
51000512;52138166
51000513;13581561
51000514;24585544
51000515;52130900
51000516;52106116
51000517;5018709
51000518;52108401
51000519;52083726
51000520;25775833
51000521;012X
51000522;52092363
51000523;019X
51000524;95025072
51000525;94769181
51000526;52108786
51500083;94725690
53300515;55795
80000014;
